date,cash,shares,close,market_value,equity
2021-06-29,100000.0,0,17.7,0.0,100000.0
2021-06-30,100000.0,0,18.32,0.0,100000.0
2021-07-01,100000.0,0,18.01,0.0,100000.0
2021-07-02,100000.0,0,17.51,0.0,100000.0
2021-07-05,100000.0,0,17.88,0.0,100000.0
2021-07-06,100000.0,0,17.43,0.0,100000.0
2021-07-07,100000.0,0,17.22,0.0,100000.0
2021-07-08,100000.0,0,17.43,0.0,100000.0
2021-07-09,100000.0,0,17.05,0.0,100000.0
2021-07-12,100000.0,0,17.45,0.0,100000.0
2021-07-13,100000.0,0,17.11,0.0,100000.0
2021-07-14,100000.0,0,16.53,0.0,100000.0
2021-07-15,100000.0,0,16.43,0.0,100000.0
2021-07-16,100000.0,0,16.35,0.0,100000.0
2021-07-19,100000.0,0,16.22,0.0,100000.0
2021-07-20,100000.0,0,16.37,0.0,100000.0
2021-07-21,100000.0,0,16.38,0.0,100000.0
2021-07-22,100000.0,0,16.48,0.0,100000.0
2021-07-23,100000.0,0,16.01,0.0,100000.0
2021-07-26,100000.0,0,16.17,0.0,100000.0
2021-07-27,100000.0,0,16.73,0.0,100000.0
2021-07-28,100000.0,0,16.45,0.0,100000.0
2021-07-29,100000.0,0,17.02,0.0,100000.0
2021-07-30,100000.0,0,17.61,0.0,100000.0
2021-08-02,100000.0,0,17.65,0.0,100000.0
2021-08-03,100000.0,0,16.94,0.0,100000.0
2021-08-04,100000.0,0,17.09,0.0,100000.0
2021-08-05,100000.0,0,16.6,0.0,100000.0
2021-08-06,100000.0,0,16.82,0.0,100000.0
2021-08-09,100000.0,0,16.6,0.0,100000.0
2021-08-10,100000.0,0,16.68,0.0,100000.0
2021-08-11,100000.0,0,16.48,0.0,100000.0
2021-08-12,100000.0,0,16.56,0.0,100000.0
2021-08-13,100000.0,0,16.28,0.0,100000.0
2021-08-16,100000.0,0,16.36,0.0,100000.0
2021-08-17,100000.0,0,16.01,0.0,100000.0
2021-08-18,100000.0,0,16.07,0.0,100000.0
2021-08-19,100000.0,0,16.14,0.0,100000.0
2021-08-20,100000.0,0,16.48,0.0,100000.0
2021-08-23,100000.0,0,16.44,0.0,100000.0
2021-08-24,100000.0,0,16.31,0.0,100000.0
2021-08-25,100000.0,0,16.28,0.0,100000.0
2021-08-26,100000.0,0,15.85,0.0,100000.0
2021-08-27,100000.0,0,15.38,0.0,100000.0
2021-08-30,100000.0,0,15.41,0.0,100000.0
2021-08-31,100000.0,0,15.13,0.0,100000.0
2021-09-01,100000.0,0,15.28,0.0,100000.0
2021-09-02,100000.0,0,15.07,0.0,100000.0
2021-09-03,100000.0,0,15.3,0.0,100000.0
2021-09-06,100000.0,0,15.53,0.0,100000.0
2021-09-07,100000.0,0,15.54,0.0,100000.0
2021-09-08,100000.0,0,15.49,0.0,100000.0
2021-09-09,100000.0,0,15.3,0.0,100000.0
2021-09-10,100000.0,0,15.51,0.0,100000.0
2021-09-13,100000.0,0,15.24,0.0,100000.0
2021-09-14,100000.0,0,15.16,0.0,100000.0
2021-09-15,100000.0,0,15.01,0.0,100000.0
2021-09-16,100000.0,0,14.68,0.0,100000.0
2021-09-17,100000.0,0,14.3,0.0,100000.0
2021-09-22,100000.0,0,14.06,0.0,100000.0
2021-09-23,100000.0,0,14.3,0.0,100000.0
2021-09-24,100000.0,0,13.83,0.0,100000.0
2021-09-27,100000.0,0,13.72,0.0,100000.0
2021-09-28,100000.0,0,13.75,0.0,100000.0
2021-09-29,100000.0,0,13.24,0.0,100000.0
2021-09-30,100000.0,0,13.23,0.0,100000.0
2021-10-08,100000.0,0,13.9,0.0,100000.0
2021-10-11,100000.0,0,14.08,0.0,100000.0
2021-10-12,100000.0,0,13.98,0.0,100000.0
2021-10-13,100000.0,0,14.15,0.0,100000.0
2021-10-14,100000.0,0,13.97,0.0,100000.0
2021-10-15,100000.0,0,13.96,0.0,100000.0
2021-10-18,100000.0,0,13.68,0.0,100000.0
2021-10-19,100000.0,0,13.73,0.0,100000.0
2021-10-20,100000.0,0,13.73,0.0,100000.0
2021-10-21,100000.0,0,13.55,0.0,100000.0
2021-10-22,100000.0,0,13.72,0.0,100000.0
2021-10-25,100000.0,0,13.57,0.0,100000.0
2021-10-26,100000.0,0,13.88,0.0,100000.0
2021-10-27,100000.0,0,13.35,0.0,100000.0
2021-10-28,100000.0,0,13.44,0.0,100000.0
2021-10-29,100000.0,0,13.98,0.0,100000.0
2021-11-01,100000.0,0,13.91,0.0,100000.0
2021-11-02,100000.0,0,14.23,0.0,100000.0
2021-11-03,100000.0,0,14.27,0.0,100000.0
2021-11-04,100000.0,0,14.41,0.0,100000.0
2021-11-05,100000.0,0,15.93,0.0,100000.0
2021-11-08,100000.0,0,15.17,0.0,100000.0
2021-11-09,100000.0,0,15.26,0.0,100000.0
2021-11-10,100000.0,0,15.12,0.0,100000.0
2021-11-11,100000.0,0,15.1,0.0,100000.0
2021-11-12,100000.0,0,15.2,0.0,100000.0
2021-11-15,100000.0,0,15.09,0.0,100000.0
2021-11-16,100000.0,0,14.6,0.0,100000.0
2021-11-17,100000.0,0,14.73,0.0,100000.0
2021-11-18,100000.0,0,14.79,0.0,100000.0
2021-11-19,100000.0,0,14.86,0.0,100000.0
2021-11-22,100000.0,0,15.13,0.0,100000.0
2021-11-23,100000.0,0,15.03,0.0,100000.0
2021-11-24,100000.0,0,14.93,0.0,100000.0
2021-11-25,100000.0,0,15.07,0.0,100000.0
2021-11-26,100000.0,0,14.79,0.0,100000.0
2021-11-29,100000.0,0,14.49,0.0,100000.0
2021-11-30,100000.0,0,14.63,0.0,100000.0
2021-12-01,100000.0,0,14.8,0.0,100000.0
2021-12-02,100000.0,0,14.61,0.0,100000.0
2021-12-03,100000.0,0,14.74,0.0,100000.0
2021-12-06,100000.0,0,15.13,0.0,100000.0
2021-12-07,10643.732999999993,5900,15.18,89562.0,100205.733
2021-12-08,10643.732999999993,5900,15.43,91037.0,101680.733
2021-12-09,10643.732999999993,5900,15.34,90506.0,101149.733
2021-12-10,10643.732999999993,5900,15.38,90742.0,101385.733
2021-12-13,10643.732999999993,5900,15.31,90329.0,100972.733
2021-12-14,10643.732999999993,5900,15.34,90506.0,101149.733
2021-12-15,10643.732999999993,5900,15.69,92571.0,103214.733
2021-12-16,10643.732999999993,5900,15.68,92512.0,103155.733
2021-12-17,10643.732999999993,5900,15.99,94341.0,104984.733
2021-12-20,10643.732999999993,5900,15.22,89798.0,100441.733
2021-12-21,10643.732999999993,5900,15.71,92689.0,103332.733
2021-12-22,10643.732999999993,5900,15.54,91686.0,102329.733
2021-12-23,10643.732999999993,5900,15.43,91037.0,101680.733
2021-12-24,10643.732999999993,5900,15.16,89444.0,100087.733
2021-12-27,100351.935,0,15.03,0.0,100351.935
2021-12-28,100351.935,0,15.24,0.0,100351.935
2021-12-29,100351.935,0,14.99,0.0,100351.935
2021-12-30,100351.935,0,15.02,0.0,100351.935
2021-12-31,100351.935,0,15.02,0.0,100351.935
2022-01-04,100351.935,0,15.31,0.0,100351.935
2022-01-05,100351.935,0,15.0,0.0,100351.935
2022-01-06,100351.935,0,14.95,0.0,100351.935
2022-01-07,100351.935,0,14.75,0.0,100351.935
2022-01-10,100351.935,0,14.65,0.0,100351.935
2022-01-11,100351.935,0,14.32,0.0,100351.935
2022-01-12,100351.935,0,14.44,0.0,100351.935
2022-01-13,100351.935,0,14.2,0.0,100351.935
2022-01-14,100351.935,0,14.08,0.0,100351.935
2022-01-17,100351.935,0,14.33,0.0,100351.935
2022-01-18,100351.935,0,14.31,0.0,100351.935
2022-01-19,100351.935,0,13.98,0.0,100351.935
2022-01-20,100351.935,0,14.02,0.0,100351.935
2022-01-21,100351.935,0,14.06,0.0,100351.935
2022-01-24,100351.935,0,13.64,0.0,100351.935
2022-01-25,100351.935,0,12.98,0.0,100351.935
2022-01-26,100351.935,0,12.94,0.0,100351.935
2022-01-27,100351.935,0,12.4,0.0,100351.935
2022-01-28,100351.935,0,12.47,0.0,100351.935
2022-02-07,100351.935,0,12.69,0.0,100351.935
2022-02-08,100351.935,0,12.96,0.0,100351.935
2022-02-09,100351.935,0,13.03,0.0,100351.935
2022-02-10,100351.935,0,12.99,0.0,100351.935
2022-02-11,100351.935,0,12.82,0.0,100351.935
2022-02-14,100351.935,0,12.81,0.0,100351.935
2022-02-15,100351.935,0,12.82,0.0,100351.935
2022-02-16,100351.935,0,12.87,0.0,100351.935
2022-02-17,100351.935,0,12.74,0.0,100351.935
2022-02-18,100351.935,0,12.82,0.0,100351.935
2022-02-21,100351.935,0,13.06,0.0,100351.935
2022-02-22,100351.935,0,12.79,0.0,100351.935
2022-02-23,100351.935,0,13.11,0.0,100351.935
2022-02-24,100351.935,0,12.78,0.0,100351.935
2022-02-25,100351.935,0,12.87,0.0,100351.935
2022-02-28,100351.935,0,12.8,0.0,100351.935
2022-03-01,100351.935,0,12.78,0.0,100351.935
2022-03-02,100351.935,0,12.58,0.0,100351.935
2022-03-03,100351.935,0,12.42,0.0,100351.935
2022-03-04,100351.935,0,12.29,0.0,100351.935
2022-03-07,100351.935,0,11.69,0.0,100351.935
2022-03-08,100351.935,0,11.3,0.0,100351.935
2022-03-09,100351.935,0,10.99,0.0,100351.935
2022-03-10,100351.935,0,10.98,0.0,100351.935
2022-03-11,100351.935,0,11.06,0.0,100351.935
2022-03-14,100351.935,0,10.71,0.0,100351.935
2022-03-15,100351.935,0,9.91,0.0,100351.935
2022-03-16,100351.935,0,10.36,0.0,100351.935
2022-03-17,100351.935,0,10.56,0.0,100351.935
2022-03-18,100351.935,0,10.69,0.0,100351.935
2022-03-21,100351.935,0,10.84,0.0,100351.935
2022-03-22,100351.935,0,10.77,0.0,100351.935
2022-03-23,100351.935,0,10.87,0.0,100351.935
2022-03-24,100351.935,0,10.65,0.0,100351.935
2022-03-25,100351.935,0,10.5,0.0,100351.935
2022-03-28,100351.935,0,10.59,0.0,100351.935
2022-03-29,100351.935,0,10.33,0.0,100351.935
2022-03-30,100351.935,0,10.63,0.0,100351.935
2022-03-31,100351.935,0,10.52,0.0,100351.935
2022-04-01,100351.935,0,10.47,0.0,100351.935
2022-04-06,100351.935,0,10.39,0.0,100351.935
2022-04-07,100351.935,0,10.13,0.0,100351.935
2022-04-08,100351.935,0,9.99,0.0,100351.935
2022-04-11,100351.935,0,9.44,0.0,100351.935
2022-04-12,100351.935,0,9.9,0.0,100351.935
2022-04-13,100351.935,0,9.82,0.0,100351.935
2022-04-14,100351.935,0,9.85,0.0,100351.935
2022-04-15,100351.935,0,9.7,0.0,100351.935
2022-04-18,100351.935,0,9.81,0.0,100351.935
2022-04-19,100351.935,0,9.77,0.0,100351.935
2022-04-20,100351.935,0,9.86,0.0,100351.935
2022-04-21,100351.935,0,9.59,0.0,100351.935
2022-04-22,100351.935,0,9.29,0.0,100351.935
2022-04-25,100351.935,0,8.31,0.0,100351.935
2022-04-26,100351.935,0,8.0,0.0,100351.935
2022-04-27,100351.935,0,8.54,0.0,100351.935
2022-04-28,100351.935,0,8.36,0.0,100351.935
2022-04-29,100351.935,0,8.93,0.0,100351.935
2022-05-05,100351.935,0,9.02,0.0,100351.935
2022-05-06,100351.935,0,9.2,0.0,100351.935
2022-05-09,100351.935,0,9.23,0.0,100351.935
2022-05-10,100351.935,0,9.35,0.0,100351.935
2022-05-11,100351.935,0,9.62,0.0,100351.935
2022-05-12,100351.935,0,9.86,0.0,100351.935
2022-05-13,100351.935,0,9.75,0.0,100351.935
2022-05-16,100351.935,0,9.57,0.0,100351.935
2022-05-17,100351.935,0,9.69,0.0,100351.935
2022-05-18,100351.935,0,9.76,0.0,100351.935
2022-05-19,100351.935,0,9.8,0.0,100351.935
2022-05-20,100351.935,0,9.92,0.0,100351.935
2022-05-23,100351.935,0,9.98,0.0,100351.935
2022-05-24,100351.935,0,9.53,0.0,100351.935
2022-05-25,100351.935,0,9.67,0.0,100351.935
2022-05-26,100351.935,0,9.82,0.0,100351.935
2022-05-27,100351.935,0,9.66,0.0,100351.935
2022-05-30,100351.935,0,9.88,0.0,100351.935
2022-05-31,100351.935,0,10.15,0.0,100351.935
2022-06-01,100351.935,0,10.28,0.0,100351.935
2022-06-02,100351.935,0,10.31,0.0,100351.935
2022-06-06,100351.935,0,10.5,0.0,100351.935
2022-06-07,100351.935,0,10.47,0.0,100351.935
2022-06-08,100351.935,0,10.32,0.0,100351.935
2022-06-09,100351.935,0,10.05,0.0,100351.935
2022-06-10,100351.935,0,10.29,0.0,100351.935
2022-06-13,100351.935,0,10.28,0.0,100351.935
2022-06-14,100351.935,0,10.2,0.0,100351.935
2022-06-15,100351.935,0,10.54,0.0,100351.935
2022-06-16,100351.935,0,10.52,0.0,100351.935
2022-06-17,100351.935,0,10.44,0.0,100351.935
2022-06-20,100351.935,0,10.53,0.0,100351.935
2022-06-21,100351.935,0,10.54,0.0,100351.935
2022-06-22,100351.935,0,10.24,0.0,100351.935
2022-06-23,100351.935,0,10.58,0.0,100351.935
2022-06-24,100351.935,0,10.82,0.0,100351.935
2022-06-27,100351.935,0,10.78,0.0,100351.935
2022-06-28,100351.935,0,11.24,0.0,100351.935
2022-06-29,100351.935,0,11.01,0.0,100351.935
2022-06-30,100351.935,0,10.97,0.0,100351.935
2022-07-01,100351.935,0,10.76,0.0,100351.935
2022-07-04,100351.935,0,10.63,0.0,100351.935
2022-07-05,100351.935,0,10.5,0.0,100351.935
2022-07-06,100351.935,0,10.45,0.0,100351.935
2022-07-07,100351.935,0,10.48,0.0,100351.935
2022-07-08,100351.935,0,10.49,0.0,100351.935
2022-07-11,100351.935,0,10.21,0.0,100351.935
2022-07-12,100351.935,0,10.03,0.0,100351.935
2022-07-13,100351.935,0,10.08,0.0,100351.935
2022-07-14,100351.935,0,10.05,0.0,100351.935
2022-07-15,100351.935,0,10.99,0.0,100351.935
2022-07-18,10636.308999999994,8200,10.88,89216.0,99852.309
2022-07-19,10636.308999999994,8200,11.46,93972.0,104608.309
2022-07-20,10636.308999999994,8200,11.49,94218.0,104854.309
2022-07-21,10636.308999999994,8200,11.57,94874.0,105510.309
2022-07-22,10636.308999999994,8200,11.34,92988.0,103624.309
2022-07-25,10636.308999999994,8200,11.06,90692.0,101328.309
2022-07-26,10636.308999999994,8200,11.09,90938.0,101574.309
2022-07-27,10636.308999999994,8200,10.98,90036.0,100672.309
2022-07-28,10636.308999999994,8200,11.33,92906.0,103542.309
2022-07-29,10636.308999999994,8200,11.08,90856.0,101492.309
2022-08-01,10636.308999999994,8200,11.44,93808.0,104444.309
2022-08-02,10636.308999999994,8200,10.93,89626.0,100262.309
2022-08-03,10636.308999999994,8200,11.18,91676.0,102312.309
2022-08-04,10636.308999999994,8200,11.52,94464.0,105100.309
2022-08-05,10636.308999999994,8200,12.18,99876.0,110512.309
2022-08-08,10636.308999999994,8200,12.06,98892.0,109528.309
2022-08-09,10636.308999999994,8200,12.08,99056.0,109692.309
2022-08-10,10636.308999999994,8200,12.33,101106.0,111742.309
2022-08-11,10636.308999999994,8200,12.5,102500.0,113136.309
2022-08-12,10636.308999999994,8200,12.96,106272.0,116908.309
2022-08-15,10636.308999999994,8200,13.19,108158.0,118794.309
2022-08-16,10636.308999999994,8200,13.02,106764.0,117400.309
2022-08-17,10636.308999999994,8200,12.73,104386.0,115022.309
2022-08-18,10636.308999999994,8200,13.05,107010.0,117646.309
2022-08-19,10636.308999999994,8200,12.69,104058.0,114694.309
2022-08-22,10636.308999999994,8200,12.58,103156.0,113792.309
2022-08-23,10636.308999999994,8200,12.79,104878.0,115514.309
2022-08-24,10636.308999999994,8200,12.09,99138.0,109774.309
2022-08-25,110822.023,0,12.23,0.0,110822.023
2022-08-26,110822.023,0,11.78,0.0,110822.023
2022-08-29,110822.023,0,11.65,0.0,110822.023
2022-08-30,110822.023,0,11.8,0.0,110822.023
2022-08-31,110822.023,0,11.52,0.0,110822.023
2022-09-01,110822.023,0,11.47,0.0,110822.023
2022-09-02,110822.023,0,11.72,0.0,110822.023
2022-09-05,110822.023,0,11.66,0.0,110822.023
2022-09-06,110822.023,0,11.67,0.0,110822.023
2022-09-07,110822.023,0,11.74,0.0,110822.023
2022-09-08,110822.023,0,11.48,0.0,110822.023
2022-09-09,110822.023,0,11.55,0.0,110822.023
2022-09-13,110822.023,0,11.53,0.0,110822.023
2022-09-14,110822.023,0,11.02,0.0,110822.023
2022-09-15,110822.023,0,10.8,0.0,110822.023
2022-09-16,110822.023,0,10.59,0.0,110822.023
2022-09-19,110822.023,0,10.44,0.0,110822.023
2022-09-20,110822.023,0,10.51,0.0,110822.023
2022-09-21,110822.023,0,10.56,0.0,110822.023
2022-09-22,110822.023,0,10.48,0.0,110822.023
2022-09-23,110822.023,0,10.2,0.0,110822.023
2022-09-26,110822.023,0,10.03,0.0,110822.023
2022-09-27,110822.023,0,10.3,0.0,110822.023
2022-09-28,110822.023,0,9.94,0.0,110822.023
2022-09-29,110822.023,0,9.94,0.0,110822.023
2022-09-30,110822.023,0,9.83,0.0,110822.023
2022-10-10,110822.023,0,9.51,0.0,110822.023
2022-10-11,110822.023,0,9.63,0.0,110822.023
2022-10-12,110822.023,0,10.15,0.0,110822.023
2022-10-13,110822.023,0,10.28,0.0,110822.023
2022-10-14,110822.023,0,10.48,0.0,110822.023
2022-10-17,110822.023,0,10.74,0.0,110822.023
2022-10-18,110822.023,0,10.67,0.0,110822.023
2022-10-19,110822.023,0,10.55,0.0,110822.023
2022-10-20,110822.023,0,10.77,0.0,110822.023
2022-10-21,110822.023,0,10.59,0.0,110822.023
2022-10-24,110822.023,0,10.59,0.0,110822.023
2022-10-25,110822.023,0,10.43,0.0,110822.023
2022-10-26,110822.023,0,10.93,0.0,110822.023
2022-10-27,110822.023,0,10.91,0.0,110822.023
2022-10-28,110822.023,0,10.43,0.0,110822.023
2022-10-31,110822.023,0,10.77,0.0,110822.023
2022-11-01,110822.023,0,11.03,0.0,110822.023
2022-11-02,110822.023,0,11.01,0.0,110822.023
2022-11-03,110822.023,0,10.96,0.0,110822.023
2022-11-04,110822.023,0,11.14,0.0,110822.023
2022-11-07,110822.023,0,11.02,0.0,110822.023
2022-11-08,110822.023,0,10.99,0.0,110822.023
2022-11-09,110822.023,0,10.91,0.0,110822.023
2022-11-10,110822.023,0,10.71,0.0,110822.023
2022-11-11,110822.023,0,10.76,0.0,110822.023
2022-11-14,110822.023,0,10.98,0.0,110822.023
2022-11-15,110822.023,0,11.38,0.0,110822.023
2022-11-16,110822.023,0,11.19,0.0,110822.023
2022-11-17,110822.023,0,11.56,0.0,110822.023
2022-11-18,110822.023,0,11.66,0.0,110822.023
2022-11-21,110822.023,0,11.53,0.0,110822.023
2022-11-22,110822.023,0,11.37,0.0,110822.023
2022-11-23,110822.023,0,11.4,0.0,110822.023
2022-11-24,110822.023,0,11.17,0.0,110822.023
2022-11-25,110822.023,0,11.0,0.0,110822.023
2022-11-28,110822.023,0,10.82,0.0,110822.023
2022-11-29,110822.023,0,11.01,0.0,110822.023
2022-11-30,110822.023,0,11.03,0.0,110822.023
2022-12-01,110822.023,0,11.13,0.0,110822.023
2022-12-02,110822.023,0,11.05,0.0,110822.023
2022-12-05,110822.023,0,11.33,0.0,110822.023
2022-12-06,11458.759000000005,8800,11.25,99000.0,110458.759
2022-12-07,11458.759000000005,8800,11.03,97064.0,108522.759
2022-12-08,108425.695,0,10.85,0.0,108425.695
2022-12-09,108425.695,0,10.62,0.0,108425.695
2022-12-12,108425.695,0,10.89,0.0,108425.695
2022-12-13,108425.695,0,10.63,0.0,108425.695
2022-12-14,108425.695,0,10.65,0.0,108425.695
2022-12-15,108425.695,0,10.77,0.0,108425.695
2022-12-16,108425.695,0,10.56,0.0,108425.695
2022-12-19,108425.695,0,10.24,0.0,108425.695
2022-12-20,108425.695,0,10.25,0.0,108425.695
2022-12-21,108425.695,0,10.03,0.0,108425.695
2022-12-22,108425.695,0,9.89,0.0,108425.695
2022-12-23,108425.695,0,9.9,0.0,108425.695
2022-12-26,108425.695,0,10.13,0.0,108425.695
2022-12-27,108425.695,0,10.2,0.0,108425.695
2022-12-28,108425.695,0,10.03,0.0,108425.695
2022-12-29,108425.695,0,9.98,0.0,108425.695
2022-12-30,108425.695,0,10.02,0.0,108425.695
2023-01-03,108425.695,0,10.32,0.0,108425.695
2023-01-04,108425.695,0,10.55,0.0,108425.695
2023-01-05,108425.695,0,10.59,0.0,108425.695
2023-01-06,108425.695,0,10.58,0.0,108425.695
2023-01-09,108425.695,0,10.58,0.0,108425.695
2023-01-10,108425.695,0,10.63,0.0,108425.695
2023-01-11,108425.695,0,10.51,0.0,108425.695
2023-01-12,108425.695,0,10.55,0.0,108425.695
2023-01-13,108425.695,0,10.62,0.0,108425.695
2023-01-16,108425.695,0,10.55,0.0,108425.695
2023-01-17,108425.695,0,10.67,0.0,108425.695
2023-01-18,108425.695,0,10.74,0.0,108425.695
2023-01-19,108425.695,0,10.9,0.0,108425.695
2023-01-20,108425.695,0,10.97,0.0,108425.695
2023-01-30,108425.695,0,11.04,0.0,108425.695
2023-01-31,108425.695,0,10.95,0.0,108425.695
2023-02-01,108425.695,0,11.21,0.0,108425.695
2023-02-02,108425.695,0,11.44,0.0,108425.695
2023-02-03,108425.695,0,11.52,0.0,108425.695
2023-02-06,108425.695,0,11.43,0.0,108425.695
2023-02-07,108425.695,0,11.48,0.0,108425.695
2023-02-08,108425.695,0,11.31,0.0,108425.695
2023-02-09,108425.695,0,11.84,0.0,108425.695
2023-02-10,108425.695,0,12.14,0.0,108425.695
2023-02-13,108425.695,0,12.07,0.0,108425.695
2023-02-14,108425.695,0,12.06,0.0,108425.695
2023-02-15,108425.695,0,12.22,0.0,108425.695
2023-02-16,108425.695,0,11.82,0.0,108425.695
2023-02-17,108425.695,0,11.54,0.0,108425.695
2023-02-20,108425.695,0,11.82,0.0,108425.695
2023-02-21,108425.695,0,11.82,0.0,108425.695
2023-02-22,108425.695,0,11.8,0.0,108425.695
2023-02-23,108425.695,0,11.69,0.0,108425.695
2023-02-24,108425.695,0,11.78,0.0,108425.695
2023-02-27,108425.695,0,11.6,0.0,108425.695
2023-02-28,108425.695,0,11.83,0.0,108425.695
2023-03-01,11651.017000000007,8200,12.24,100368.0,112019.017
2023-03-02,11651.017000000007,8200,12.22,100204.0,111855.017
2023-03-03,11651.017000000007,8200,12.32,101024.0,112675.017
2023-03-06,11651.017000000007,8200,12.52,102664.0,114315.017
2023-03-07,11651.017000000007,8200,11.88,97416.0,109067.017
2023-03-08,108887.683,0,12.17,0.0,108887.683
2023-03-09,11029.92300000001,8000,12.17,97360.0,108389.92300000001
2023-03-10,11029.92300000001,8000,12.11,96880.0,107909.92300000001
2023-03-13,11029.92300000001,8000,12.38,99040.0,110069.92300000001
2023-03-14,11029.92300000001,8000,12.2,97600.0,108629.92300000001
2023-03-15,11029.92300000001,8000,12.31,98480.0,109509.92300000001
2023-03-16,11029.92300000001,8000,12.06,96480.0,107509.92300000001
2023-03-17,11029.92300000001,8000,12.41,99280.0,110309.92300000001
2023-03-20,11029.92300000001,8000,12.3,98400.0,109429.92300000001
2023-03-21,11029.92300000001,8000,12.61,100880.0,111909.92300000001
2023-03-22,11029.92300000001,8000,12.81,102480.0,113509.92300000001
2023-03-23,11029.92300000001,8000,13.52,108160.0,119189.92300000001
2023-03-24,11029.92300000001,8000,14.67,117360.0,128389.92300000001
2023-03-27,11029.92300000001,8000,14.18,113440.0,124469.92300000001
2023-03-28,11029.92300000001,8000,13.47,107760.0,118789.92300000001
2023-03-29,11029.92300000001,8000,13.55,108400.0,119429.92300000001
2023-03-30,11029.92300000001,8000,14.97,119760.0,130789.92300000001
2023-03-31,11029.92300000001,8000,16.05,128400.0,139429.923
2023-04-03,11029.92300000001,8000,17.72,141760.0,152789.923
2023-04-04,11029.92300000001,8000,18.15,145200.0,156229.923
2023-04-06,11029.92300000001,8000,20.03,160240.0,171269.923
2023-04-07,11029.92300000001,8000,19.76,158080.0,169109.923
2023-04-10,11029.92300000001,8000,19.99,159920.0,170949.923
2023-04-11,11029.92300000001,8000,19.78,158240.0,169269.923
2023-04-12,11029.92300000001,8000,19.14,153120.0,164149.923
2023-04-13,11029.92300000001,8000,18.33,146640.0,157669.923
2023-04-14,11029.92300000001,8000,18.73,149840.0,160869.923
2023-04-17,11029.92300000001,8000,19.47,155760.0,166789.923
2023-04-18,11029.92300000001,8000,19.13,153040.0,164069.923
2023-04-19,11029.92300000001,8000,18.7,149600.0,160629.923
2023-04-20,11029.92300000001,8000,20.42,163360.0,174389.923
2023-04-21,11029.92300000001,8000,19.73,157840.0,168869.923
2023-04-24,11029.92300000001,8000,19.25,154000.0,165029.923
2023-04-25,11029.92300000001,8000,18.28,146240.0,157269.923
2023-04-26,11029.92300000001,8000,16.39,131120.0,142149.923
2023-04-27,138022.803,0,16.79,0.0,138022.803
2023-04-28,138022.803,0,17.14,0.0,138022.803
2023-05-04,138022.803,0,16.13,0.0,138022.803
2023-05-05,138022.803,0,15.93,0.0,138022.803
2023-05-08,138022.803,0,16.04,0.0,138022.803
2023-05-09,138022.803,0,16.07,0.0,138022.803
2023-05-10,138022.803,0,15.57,0.0,138022.803
2023-05-11,138022.803,0,17.19,0.0,138022.803
2023-05-12,138022.803,0,16.74,0.0,138022.803
2023-05-15,138022.803,0,16.61,0.0,138022.803
2023-05-16,138022.803,0,18.34,0.0,138022.803
2023-05-17,15602.505000000005,6600,18.99,125333.99999999999,140936.505
